SK_ID_CURR,TARGET
100001,0.035192017
100005,0.052772854
100013,0.037590533
100028,0.043891948
100038,0.15571918
100042,0.04162361
100057,0.024958309
100065,0.057279322
100066,0.027041933
100067,0.061081488
100074,0.057669193
100090,0.035594974
100091,0.07529512
100092,0.046624534
100106,0.05225381
100107,0.047522634
100109,0.030848412
100117,0.02678522
100128,0.096969426
100141,0.048777714
100150,0.02792671
100168,0.027560638
100169,0.021173662
100170,0.09772221
100171,0.046225842
100172,0.08503746
100184,0.060359627
100187,0.05614287
100212,0.057618544
100222,0.054300778
100223,0.034792602
100232,0.058175344
100241,0.11686418
100245,0.036579274
100253,0.024572665
100256,0.10836167
100271,0.030894758
100278,0.10607098
100280,0.01749957
100306,0.16177207
100311,0.05109366
100312,0.030478075
100330,0.04082226
100331,0.11311774
100352,0.044983033
100358,0.04378283
100367,0.053512137
100382,0.1781564
100384,0.11345136
100385,0.10154835
100386,0.09144414
100399,0.03813748
100404,0.059983533
100416,0.033917207
100422,0.11560345
100426,0.03389876
100438,0.04655614
100444,0.17629963
100445,0.19772042
100446,0.122646034
100447,0.040861506
100450,0.0421308
100466,0.019844616
100483,0.05516627
100484,0.01869737
100494,0.07027328
100510,0.093464546
100512,0.051908605
100517,0.038100842
100548,0.042306535
100551,0.03489985
100552,0.06622309
100553,0.029430797
100561,0.056068942
100568,0.31076875
100569,0.08495415
100591,0.10273935
100592,0.038153384
100602,0.12443917
100607,0.0725088
100613,0.14096846
100617,0.07940272
100618,0.042425636
100622,0.057876796
100625,0.14767548
100677,0.074232906
100699,0.0415772
100702,0.2810914
100711,0.06409672
100729,0.10087075
100740,0.276057
100744,0.17607942
100745,0.041325785
100747,0.1395817
100751,0.11241734
100752,0.09064147
100753,0.09588547
100754,0.1331098
100760,0.04838942
100762,0.088475764
100763,0.1090218
100765,0.041754186
100770,0.12063749
100772,0.023466187
100777,0.08114049
100791,0.032340296
100792,0.024836196
100797,0.030273508
100823,0.023329575
100826,0.04629724
100830,0.052910477
100836,0.2293143
100872,0.062413774
100910,0.0984415
100913,0.059971705
100918,0.14396492
100931,0.012068962
100952,0.042814907
100953,0.032866493
100965,0.08077076
100970,0.05633039
100982,0.09839315
100983,0.11012893
100984,0.050611008
100987,0.047329243
100997,0.059729386
100998,0.10501343
101002,0.04949535
101005,0.22126053
101008,0.2790434
101020,0.14973454
101021,0.033806946
101024,0.046279546
101025,0.1164904
101026,0.048795614
101031,0.05380353
101041,0.039037418
101051,0.017915415
101055,0.060566455
101056,0.1543826
101057,0.09827141
101064,0.03127611
101079,0.06817083
101087,0.03814459
101090,0.040227063
101092,0.12662482
101097,0.080163434
101099,0.032646213
101107,0.07331148
101118,0.03888307
101125,0.08531684
101126,0.029695032
101128,0.05700322
101136,0.15500323
101140,0.102807544
101149,0.19149669
101160,0.07356368
101169,0.21692066
101181,0.037786894
101186,0.02823864
101190,0.05814961
101193,0.12564866
101194,0.081016906
101198,0.13822418
101200,0.045841917
101204,0.044003192
101211,0.06068266
101213,0.061094392
101223,0.09081871
101225,0.109044425
101237,0.04144505
101243,0.083721414
101244,0.19931546
101258,0.04149014
101259,0.17801043
101268,0.0842846
101269,0.031712797
101271,0.054469477
101279,0.045029856
101281,0.10984902
101287,0.074048564
101292,0.05925465
101294,0.029911298
101296,0.049741063
101297,0.038892437
101299,0.038449794
101301,0.054631926
101305,0.040460616
101308,0.07511895
101318,0.040702235
101327,0.15983886
101329,0.040763788
101332,0.05554565
101337,0.048180312
101343,0.02442318
101345,0.050422847
101346,0.027837705
101353,0.026819037
101354,0.09649777
101355,0.07836002
101356,0.043151874
101362,0.048703823
101363,0.35646477
101365,0.029570308
101366,0.08910333
101367,0.14483719
101368,0.018200647
101374,0.15805608
101380,0.04159986
101383,0.037387498
101398,0.031056901
101399,0.09133171
101401,0.19148839
101412,0.07940842
101426,0.05131862
101427,0.28520945
101428,0.1302649
101429,0.16868594
101434,0.046540167
101440,0.07839701
101448,0.108921856
101449,0.033415336
101465,0.0662049
101467,0.05351925
101472,0.13444805
101478,0.094384916
101497,0.055283625
101504,0.04441265
101547,0.07674611
101548,0.058333237
101555,0.040184315
101570,0.039348505
101572,0.12069317
101578,0.04648755
101580,0.08446517
101588,0.08049202
101602,0.03012106
101610,0.096958116
101614,0.13874792
101616,0.04914573
101643,0.076064415
101644,0.057389855
101649,0.08568425
101650,0.14724614
101665,0.018096434
101667,0.09808861
101669,0.047261715
101674,0.10660296
101675,0.038484186
101678,0.05673377
101682,0.08915502
101686,0.04918165
101697,0.16413058
101700,0.1655183
101711,0.061573327
101714,0.02262193
101715,0.15738945
101728,0.037848193
101732,0.04048206
101757,0.047697347
101758,0.0464028
101759,0.060235772
101762,0.024156963
101764,0.03489903
101780,0.13440573
101784,0.024924176
101789,0.019126138
101816,0.084816165
101819,0.07209652
101827,0.020570658
101863,0.060485
101867,0.08432184
101870,0.018608486
101873,0.11884785
101878,0.08677712
101879,0.05250336
101880,0.050587334
101887,0.053302255
101897,0.043828472
101901,0.096929826
101903,0.15717307
101920,0.041017815
101921,0.0471851
101922,0.035164967
101961,0.15844023
101962,0.062250223
101971,0.06790774
101976,0.2803639
102002,0.063142955
102005,0.03894133
102007,0.121024735
102017,0.038615994
102019,0.14295009
102029,0.04138803
102051,0.11536948
102052,0.025915977
102054,0.015706968
102062,0.062836014
102067,0.083895706
102068,0.057078797
102070,0.04337109
102090,0.07359489
102092,0.14497054
102099,0.11643649
102100,0.029801102
102112,0.098584056
102113,0.058675695
102122,0.07487633
102123,0.051866613
102125,0.060062133
102126,0.07785092
102146,0.121074036
102147,0.074432
102151,0.034428738
102158,0.12273222
102159,0.027291125
102162,0.054900624
102165,0.042549577
102166,0.044069614
102174,0.03283991
102193,0.13698173
102198,0.030004846
102205,0.051669274
102206,0.023459991
102218,0.040252365
102221,0.032955434
102230,0.034559913
102238,0.13176744
102248,0.02745271
102252,0.13425022
102259,0.053509608
102262,0.12888375
102273,0.03813087
102286,0.09121922
102293,0.049120564
102294,0.08023693
102296,0.06891293
102298,0.044712357
102303,0.04024414
102309,0.049402513
102315,0.029064184
102340,0.05194918
102342,0.06835592
102344,0.06626551
102346,0.11414382
102347,0.03908719
102374,0.058591947
102380,0.047178756
102387,0.07505625
102393,0.0662192
102403,0.028305773
102413,0.02928885
102414,0.014391336
102415,0.034126185
102416,0.102352984
102439,0.059553042
102441,0.0519982
102443,0.028842999
